user_id,sessions_count,avg_events_per_session,conversion_rate,avg_session_duration_min,group
user_00000,4,9.5,0.5,5.462384062499999,A
user_00001,5,10.2,1.0,14.292163056666666,B
user_00002,6,9.333333333333334,1.0,2.8635594444444443,A
user_00003,12,8.916666666666666,0.75,7.037455474999999,B
user_00004,8,11.0,0.75,5.431908110416667,A
user_00005,11,8.636363636363637,0.5454545454545454,12.389966156060607,B
user_00006,5,11.2,1.0,2.555149216666666,A
user_00007,10,9.5,0.9,8.420737605000001,B
user_00008,11,9.636363636363637,0.8181818181818182,3.8011061515151514,A
user_00009,8,10.125,0.875,5.5816315875,B
user_00010,9,9.11111111111111,0.6666666666666666,5.191407792592593,A
user_00011,8,9.5,1.0,8.822824964583333,B
user_00012,6,8.0,0.5,3.3740265694444447,A
user_00014,2,7.5,1.0,5.529703983333333,A
user_00015,11,9.727272727272727,0.9090909090909091,6.651457096969697,B
user_00016,8,11.125,1.0,4.87903283125,A
user_00017,8,6.375,0.75,9.272549529166668,B
user_00018,7,7.714285714285714,0.8571428571428571,6.46799607857143,A
user_00019,8,7.625,0.375,5.502973652083333,B
user_00020,6,10.333333333333334,1.0,4.249854655555556,A
user_00021,8,9.5,0.75,7.902589216666668,B
user_00022,9,10.555555555555555,0.7777777777777778,5.991784455555556,A
user_00023,8,9.625,0.625,10.585274964583332,B
user_00024,7,10.285714285714286,0.7142857142857143,4.885587983333332,A
user_00025,8,8.875,0.75,8.877869597916668,B
user_00026,7,10.714285714285714,0.7142857142857143,3.9902248761904766,A
user_00027,10,9.4,0.8,10.041332483333333,B
user_00028,3,9.666666666666666,0.6666666666666666,2.3996537444444446,A
user_00029,7,7.857142857142857,0.42857142857142855,12.200202373809526,B
user_00030,7,9.0,0.8571428571428571,7.135545911904762,A
user_00031,7,8.142857142857142,0.5714285714285714,6.898026607142856,B
user_00032,5,8.2,0.4,4.79340337,A
user_00033,9,7.555555555555555,0.8888888888888888,6.863444242592593,B
user_00034,7,9.571428571428571,0.7142857142857143,5.4446532380952375,A
user_00035,5,6.8,0.4,3.3009019000000004,B
user_00036,7,10.142857142857142,1.0,5.456963795238096,A
user_00037,4,9.75,0.75,9.443425966666666,B
user_00038,3,9.333333333333334,0.3333333333333333,6.626037955555556,A
user_00039,9,10.666666666666666,0.8888888888888888,8.019010825925927,B
user_00040,9,8.777777777777779,0.7777777777777778,3.6356901814814813,A
user_00041,10,9.7,0.9,8.477631933333333,B
user_00042,5,7.4,0.8,4.9023261766666675,A
user_00043,1,7.0,1.0,2.760754716666667,B
user_00044,4,9.5,0.75,3.8337335583333334,A
user_00045,11,8.363636363636363,0.8181818181818182,8.99420392878788,B
user_00046,6,11.0,1.0,5.892467227777778,A
user_00047,10,10.7,0.9,4.786610431666666,B
user_00048,8,8.375,0.5,3.88178224375,A
user_00049,6,9.0,1.0,11.154721866666668,B
user_00050,1,13.0,1.0,1.4034997166666665,A
user_00051,10,9.0,0.8,8.215392091666669,B
user_00052,9,9.444444444444445,0.4444444444444444,5.901889633333334,A
user_00054,6,8.5,0.5,5.997482736111112,A
user_00055,11,9.363636363636363,0.6363636363636364,12.601256640909092,B
user_00056,6,8.0,0.8333333333333334,3.513483166666667,A
user_00057,11,9.272727272727273,0.8181818181818182,8.024022406060606,B
user_00058,4,9.75,1.0,6.177127366666667,A
user_00059,7,8.714285714285714,0.8571428571428571,7.311069514285713,B
user_00060,4,7.25,0.75,5.947971462499999,A
user_00061,7,8.571428571428571,0.8571428571428571,8.779024542857142,B
user_00062,5,8.6,0.8,6.142533246666666,A
user_00063,7,8.857142857142858,1.0,8.881726002380953,B
user_00064,6,8.833333333333334,0.8333333333333334,3.1161571388888887,A
user_00065,8,10.125,1.0,10.124435008333334,B
user_00066,6,7.0,1.0,8.333461669444445,A
user_00067,10,9.4,0.9,7.832232733333333,B
user_00068,6,9.5,0.8333333333333334,4.822381397222222,A
user_00069,7,10.857142857142858,1.0,6.304014083333333,B
user_00070,7,7.857142857142857,0.2857142857142857,2.9142850023809523,A
user_00071,8,9.5,1.0,5.23022009375,B
user_00072,3,6.0,0.0,4.467961044444444,A
user_00073,10,6.8,0.7,7.855186198333333,B
user_00074,6,8.666666666666666,0.5,4.127730588888888,A
user_00075,10,9.5,0.6,7.917131203333332,B
user_00076,6,8.333333333333334,0.8333333333333334,7.962487216666667,A
user_00077,7,11.428571428571429,0.5714285714285714,8.870531883333335,B
user_00078,3,8.0,1.0,6.2286481388888895,A
user_00079,6,10.666666666666666,0.6666666666666666,11.338880027777776,B
user_00080,8,10.625,0.5,5.731546822916666,A
user_00081,5,7.0,0.8,5.188753633333333,B
user_00082,5,10.2,1.0,3.869293213333333,A
user_00083,8,10.375,0.875,10.295854897916666,B
user_00084,5,9.2,1.0,3.901472673333333,A
user_00085,14,9.214285714285714,0.9285714285714286,6.415457465476193,B
user_00086,5,9.2,0.8,4.704209033333333,A
user_00087,9,10.333333333333334,0.8888888888888888,11.769816757407407,B
user_00088,4,7.0,1.0,6.4262633000000005,A
user_00089,6,10.833333333333334,0.6666666666666666,12.904265205555554,B
user_00090,7,8.571428571428571,1.0,3.8387523571428575,A
user_00091,9,8.666666666666666,0.7777777777777778,9.741125322222222,B
user_00092,1,7.0,1.0,8.307343999999999,A
user_00093,6,10.333333333333334,1.0,5.990549058333333,B
user_00094,5,8.6,0.6,4.656322266666667,A
user_00095,8,7.625,0.875,6.091040910416666,B
user_00096,5,9.4,0.8,5.725757533333333,A
user_00097,6,7.833333333333333,0.5,9.273117641666667,B
user_00098,2,9.5,0.5,10.946632241666666,A
user_00099,5,11.2,0.8,2.491546283333333,B
user_00100,9,10.333333333333334,0.8888888888888888,5.132856705555556,A
user_00101,8,9.25,0.75,7.830286835416667,B
user_00102,7,8.857142857142858,0.7142857142857143,3.921783469047619,A
user_00103,3,8.333333333333334,1.0,15.588577716666668,B
user_00104,6,7.833333333333333,0.8333333333333334,4.576752125,A
user_00105,7,10.142857142857142,0.7142857142857143,11.118155164285712,B
user_00106,3,9.666666666666666,0.6666666666666666,9.54939605,A
user_00107,6,10.666666666666666,0.8333333333333334,5.408325927777778,B
user_00108,5,9.0,0.8,6.848277436666668,A
user_00109,7,9.285714285714286,0.8571428571428571,7.9762216214285715,B
user_00110,6,8.333333333333334,0.8333333333333334,5.072494302777778,A
user_00111,5,7.2,0.8,12.309686410000001,B
user_00112,9,11.222222222222221,0.6666666666666666,5.157050303703703,A
user_00113,6,8.833333333333334,0.8333333333333334,9.409486133333333,B
user_00114,6,9.5,0.8333333333333334,5.246464130555555,A
user_00115,11,10.727272727272727,0.5454545454545454,7.822648168181818,B
user_00116,6,8.666666666666666,1.0,3.151163541666666,A
user_00117,11,8.363636363636363,0.6363636363636364,9.904564256060606,B
user_00118,6,10.5,0.8333333333333334,5.748460336111111,A
user_00119,9,9.333333333333334,0.8888888888888888,10.510053709259259,B
user_00120,9,8.333333333333334,0.7777777777777778,2.2650084055555553,A
user_00121,9,10.88888888888889,1.0,11.628776251851852,B
user_00122,3,9.666666666666666,1.0,4.651464344444444,A
user_00123,9,10.0,0.7777777777777778,6.464731764814815,B
user_00124,7,7.857142857142857,0.7142857142857143,3.4616588476190477,A
user_00125,9,8.88888888888889,0.6666666666666666,8.29535315185185,B
user_00126,2,8.5,0.5,1.3400283416666665,A
user_00127,5,10.6,0.8,9.850414243333333,B
user_00128,5,10.6,0.8,2.5972887033333336,A
user_00129,10,9.4,0.9,12.777191963333333,B
user_00130,7,10.285714285714286,0.8571428571428571,3.486925007142857,A
user_00131,7,9.0,0.7142857142857143,10.389953847619049,B
user_00133,6,8.166666666666666,0.5,8.553320977777778,B
user_00134,5,9.4,1.0,2.13290523,A
user_00135,8,9.75,1.0,13.487467625,B
user_00136,9,11.11111111111111,0.7777777777777778,5.926245429629629,A
user_00137,6,9.166666666666666,1.0,5.979394741666667,B
user_00138,6,12.166666666666666,0.8333333333333334,3.0595525722222217,A
user_00139,10,9.5,1.0,11.590316691666665,B
user_00140,7,11.428571428571429,0.8571428571428571,5.028750295238096,A
user_00141,5,10.4,0.6,3.1017603466666666,B
user_00142,4,9.75,0.25,3.947309620833333,A
user_00143,6,7.333333333333333,0.8333333333333334,6.717099991666667,B
user_00144,6,10.333333333333334,0.6666666666666666,6.7552715,A
user_00145,9,11.11111111111111,0.8888888888888888,7.599181598148148,B
user_00146,2,13.0,1.0,13.296040216666666,A
user_00147,7,10.428571428571429,1.0,15.179267900000001,B
user_00148,5,8.8,0.8,5.04478352,A
user_00149,11,8.818181818181818,0.9090909090909091,8.191733540909091,B
user_00150,9,8.222222222222221,0.8888888888888888,4.191567446296296,A
user_00151,8,9.875,0.875,15.419416616666666,B
user_00152,6,9.166666666666666,0.8333333333333334,2.9876028,A
user_00153,9,8.555555555555555,0.8888888888888888,9.49815667037037,B
user_00154,7,10.285714285714286,1.0,8.88657809047619,A
user_00155,3,11.666666666666666,0.6666666666666666,12.989019633333333,B
user_00156,5,9.0,0.6,3.0944625466666666,A
user_00157,11,9.181818181818182,0.8181818181818182,5.365036627272728,B
user_00158,5,10.0,0.8,3.7383482933333325,A
user_00159,6,8.333333333333334,0.8333333333333334,4.523514797222222,B
user_00160,6,10.0,1.0,2.009506266666667,A
user_00161,12,8.666666666666666,0.75,11.516177634722224,B
user_00162,8,9.0,0.75,4.819573035416666,A
user_00163,6,11.333333333333334,0.8333333333333334,3.1473978638888886,B
user_00164,4,12.0,0.75,7.191772749999999,A
user_00165,6,7.0,0.6666666666666666,7.208653174999999,B
user_00166,6,7.333333333333333,1.0,4.5388579388888886,A
user_00167,7,9.571428571428571,0.8571428571428571,4.991008330952381,B
user_00168,9,9.88888888888889,0.7777777777777778,3.7718697129629626,A
user_00169,5,10.4,1.0,8.827484676666666,B
user_00170,6,9.0,0.8333333333333334,5.774395211111112,A
user_00171,7,10.0,0.8571428571428571,7.705735438095238,B
user_00172,7,9.857142857142858,0.42857142857142855,4.768186528571428,A
user_00173,3,9.333333333333334,0.6666666666666666,3.241271372222222,B
user_00174,3,9.333333333333334,1.0,5.363973155555556,A
user_00175,8,9.375,0.625,10.950798312500002,B
user_00176,11,8.818181818181818,0.7272727272727273,4.162670910606061,A
user_00177,6,7.5,0.8333333333333334,9.830545424999999,B
user_00178,9,9.11111111111111,0.8888888888888888,4.168193307407408,A
user_00179,6,8.166666666666666,0.8333333333333334,7.254038705555555,B
user_00180,5,11.0,0.8,5.163466676666667,A
user_00181,8,8.375,0.875,7.075938408333333,B
user_00182,10,9.9,0.8,2.103483895,A
user_00183,9,9.555555555555555,0.7777777777777778,10.114978366666666,B
user_00184,4,7.5,0.75,2.4909750500000003,A
user_00185,9,6.777777777777778,0.5555555555555556,9.504520062962962,B
user_00186,2,10.0,1.0,8.924445625,A
user_00187,10,7.6,0.6,7.977163351666668,B
user_00188,7,9.714285714285714,0.8571428571428571,3.9535626380952387,A
user_00189,16,8.875,0.75,10.814704771875,B
user_00190,7,8.142857142857142,0.42857142857142855,2.43386915,A
user_00191,13,9.23076923076923,0.8461538461538461,5.236366561538461,B
user_00193,13,8.384615384615385,0.7692307692307693,12.00769915,B
user_00194,4,9.5,0.5,9.555844208333333,A
user_00195,8,9.75,0.875,8.317706504166667,B
user_00196,5,8.6,0.8,3.5217757133333327,A
user_00197,8,9.5,0.75,4.279557664583333,B
user_00198,5,10.0,0.8,4.858192326666666,A
user_00199,15,9.8,0.8666666666666667,7.0374980788888895,B
user_00200,7,9.142857142857142,1.0,5.23198109047619,A
user_00201,13,9.923076923076923,0.6923076923076923,12.110889157692307,B
user_00202,7,10.428571428571429,0.8571428571428571,5.191152035714285,A
user_00203,5,10.2,0.8,7.35256848,B
user_00205,6,9.5,0.8333333333333334,6.904746563888889,B
user_00206,6,8.0,0.8333333333333334,6.71870225,A
user_00207,9,8.88888888888889,0.5555555555555556,6.662047885185185,B
user_00208,6,8.666666666666666,0.8333333333333334,5.243971458333334,A
user_00209,10,9.4,0.7,13.430512948333334,B
user_00210,5,9.2,0.8,1.5029554466666666,A
user_00211,9,8.777777777777779,0.8888888888888888,7.655381216666667,B
user_00212,5,8.4,1.0,3.8630041833333335,A
user_00213,8,9.125,0.75,10.8446062375,B
user_00214,5,9.0,1.0,4.02921484,A
user_00215,11,10.181818181818182,0.9090909090909091,8.298800027272726,B
user_00216,5,8.4,0.6,1.6635729833333333,A
user_00218,5,9.6,0.6,5.269692563333333,A
user_00219,10,10.0,0.8,6.801423645000002,B
user_00220,3,10.0,1.0,2.296614288888889,A
user_00221,8,9.25,0.75,8.026798635416666,B
user_00222,4,8.5,0.75,2.5320795625,A
user_00223,9,9.555555555555555,0.6666666666666666,6.3033600037037045,B
user_00224,9,9.88888888888889,0.6666666666666666,5.009222966666666,A
user_00225,3,10.333333333333334,1.0,8.233694994444443,B
user_00226,5,9.6,1.0,5.94168128,A
user_00227,6,8.5,0.8333333333333334,11.665990477777777,B
user_00228,3,10.0,0.6666666666666666,5.159018499999999,A
user_00229,7,10.428571428571429,0.8571428571428571,8.860764933333334,B
user_00230,10,7.8,0.4,5.523413056666666,A
user_00231,9,10.88888888888889,0.8888888888888888,7.875535983333334,B
user_00232,10,9.9,0.7,5.214154358333333,A
user_00233,12,8.583333333333334,0.8333333333333334,12.727296243055555,B
user_00234,7,9.428571428571429,0.8571428571428571,3.5526540785714293,A
user_00235,7,10.571428571428571,0.8571428571428571,7.326184640476192,B
user_00236,2,13.5,1.0,5.211470966666667,A
user_00237,9,9.444444444444445,1.0,10.983254883333332,B
user_00238,1,9.0,1.0,2.3341003166666665,A
user_00239,5,7.4,0.6,6.2063257499999995,B
user_00240,5,8.4,0.4,4.814915733333334,A
user_00241,8,8.25,0.875,10.6240372375,B
user_00242,1,7.0,1.0,5.413765283333333,A
user_00243,8,8.25,0.25,7.401962129166668,B
user_00244,8,10.75,1.0,6.399801047916666,A
user_00245,10,9.2,0.8,12.82760004333333,B
user_00246,5,9.6,0.8,5.937235396666667,A
user_00247,6,8.333333333333334,0.5,5.510469969444444,B
user_00248,2,10.5,0.0,11.665130925,A
user_00249,9,9.88888888888889,0.8888888888888888,8.200294235185185,B
user_00250,1,11.0,1.0,7.0765685,A
user_00251,12,10.833333333333334,0.8333333333333334,11.344711501388888,B
user_00252,4,8.5,0.5,8.259785854166667,A
user_00253,7,9.142857142857142,0.7142857142857143,9.894759847619046,B
user_00254,7,8.285714285714286,0.42857142857142855,2.2491237738095236,A
user_00255,5,12.0,0.8,10.384469116666667,B
user_00256,7,9.142857142857142,0.8571428571428571,2.6151517071428576,A
user_00257,10,9.1,0.8,9.616698806666665,B
user_00258,7,10.285714285714286,0.7142857142857143,2.4177187142857144,A
user_00259,9,10.11111111111111,0.6666666666666666,9.502422124074075,B
user_00261,10,10.5,0.9,9.844826913333334,B
user_00262,9,8.11111111111111,0.8888888888888888,6.390255994444445,A
user_00263,3,11.333333333333334,1.0,10.880708783333334,B
user_00264,9,8.88888888888889,1.0,5.383076433333333,A
user_00265,10,8.8,0.8,7.701842050000001,B
user_00266,6,10.333333333333334,1.0,8.859329808333333,A
user_00267,8,11.0,0.875,7.575898372916667,B
user_00268,6,8.833333333333334,1.0,3.4738138527777775,A
user_00269,10,10.7,0.9,7.63922871,B
user_00270,4,7.0,0.75,4.451792604166666,A
user_00271,13,10.153846153846153,0.7692307692307693,13.880254311538462,B
user_00272,6,10.833333333333334,0.5,5.119855227777777,A
user_00273,8,7.25,0.375,8.540671575000001,B
user_00274,5,6.6,0.8,4.839683900000001,A
user_00275,18,8.777777777777779,0.7222222222222222,9.397345423148147,B
user_00276,4,8.75,0.75,4.22836565,A
user_00277,3,8.0,0.6666666666666666,13.808765611111113,B
user_00278,1,8.0,1.0,1.3424793333333334,A
user_00279,6,9.166666666666666,0.5,6.578983547222222,B
user_00280,6,10.0,0.6666666666666666,4.505992133333333,A
user_00281,10,9.7,0.8,9.299658646666666,B
user_00282,9,9.222222222222221,0.7777777777777778,4.085208577777777,A
user_00283,5,10.2,0.8,14.440516666666667,B
user_00284,10,9.6,0.8,6.0998754816666665,A
user_00285,9,10.444444444444445,1.0,12.215840338888889,B
user_00286,8,7.5,0.75,6.5123000375,A
user_00287,9,9.555555555555555,0.8888888888888888,11.184762011111111,B
user_00288,14,9.285714285714286,0.7142857142857143,3.0367599047619045,A
user_00289,10,9.0,0.9,10.943279955,B
user_00290,6,10.333333333333334,0.8333333333333334,6.527698780555556,A
user_00291,7,8.571428571428571,0.5714285714285714,6.862150664285715,B
user_00292,6,10.0,0.8333333333333334,5.378410552777777,A
user_00293,6,7.666666666666667,0.6666666666666666,10.337300972222224,B
user_00294,6,9.166666666666666,0.6666666666666666,4.028332152777778,A
user_00295,10,10.3,0.8,11.206860176666668,B
user_00296,3,6.0,0.6666666666666666,5.3772108,A
user_00297,6,11.0,0.6666666666666666,11.191547425000001,B
user_00298,7,8.428571428571429,0.7142857142857143,5.454119557142858,A
user_00299,7,8.571428571428571,0.5714285714285714,9.107779535714286,B
user_00300,10,10.3,0.7,5.952948945,A
user_00301,9,10.0,0.8888888888888888,8.772798601851852,B
user_00302,6,10.5,0.6666666666666666,2.8789577972222222,A
user_00303,7,8.0,0.7142857142857143,3.714165142857143,B
user_00304,8,10.25,0.75,4.539338381249999,A
user_00305,6,7.166666666666667,0.3333333333333333,12.87394423611111,B
user_00306,5,10.4,1.0,2.476653186666667,A
user_00307,7,9.714285714285714,0.8571428571428571,10.826425797619049,B
user_00308,7,8.0,0.5714285714285714,4.298528654761904,A
user_00309,12,9.25,0.8333333333333334,11.782909409722222,B
user_00310,5,10.2,0.8,7.2708754466666665,A
user_00311,12,9.333333333333334,0.8333333333333334,7.699911306944446,B
user_00312,12,7.916666666666667,0.9166666666666666,5.138583043055555,A
user_00313,6,10.166666666666666,0.8333333333333334,7.778758638888888,B
user_00314,4,8.5,1.0,7.7136750958333336,A
user_00315,11,9.909090909090908,0.7272727272727273,11.80818551969697,B
user_00316,7,9.0,0.8571428571428571,5.944842695238094,A
user_00317,5,7.2,0.6,12.19211858333333,B
user_00318,6,10.833333333333334,1.0,10.012465147222223,A
user_00319,7,9.714285714285714,0.8571428571428571,10.220921964285713,B
user_00320,8,9.25,0.875,6.8669684250000005,A
user_00321,11,9.454545454545455,0.7272727272727273,6.732647604545455,B
user_00322,10,8.0,0.5,3.6650825483333334,A
user_00323,9,9.11111111111111,0.7777777777777778,8.864970812962962,B
user_00324,5,9.8,0.8,3.155096186666667,A
user_00325,10,7.0,0.4,10.109763041666668,B
user_00326,3,8.666666666666666,1.0,1.3948692555555555,A
user_00327,6,9.666666666666666,0.6666666666666666,12.518404544444445,B
user_00328,5,6.8,0.4,2.6536561,A
user_00329,3,6.666666666666667,0.6666666666666666,10.686566749999999,B
user_00330,4,9.5,0.75,10.4489913625,A
user_00331,8,9.5,0.875,9.974562908333333,B
user_00332,5,9.4,1.0,3.681510973333333,A
user_00333,6,8.166666666666666,1.0,9.414543058333335,B
user_00334,10,9.0,0.7,6.519910130000001,A
user_00335,7,10.142857142857142,1.0,10.606665754761904,B
user_00336,7,9.428571428571429,1.0,5.1339520047619045,A
user_00337,4,7.25,0.5,9.926971816666667,B
user_00338,8,10.875,0.875,5.739279487499999,A
user_00339,13,9.307692307692308,0.8461538461538461,9.575724219230768,B
user_00340,4,10.75,0.75,4.2596029125,A
user_00341,10,8.1,0.6,8.561817701666666,B
user_00342,5,10.6,1.0,7.9705871,A
user_00343,7,7.285714285714286,0.5714285714285714,8.97231557142857,B
user_00344,4,9.0,0.75,3.0582644333333335,A
user_00345,11,10.0,0.7272727272727273,12.749916312121213,B
user_00346,8,8.5,0.75,4.550535904166667,A
user_00347,6,8.666666666666666,0.8333333333333334,13.376931183333333,B
user_00348,7,9.714285714285714,0.8571428571428571,6.021848192857143,A
user_00349,11,7.7272727272727275,0.5454545454545454,7.7630233348484845,B
user_00350,4,8.25,0.5,2.0968685000000002,A
user_00351,13,7.615384615384615,0.6923076923076923,6.343828303846153,B
user_00352,14,9.0,0.6428571428571429,2.4949281892857145,A
user_00353,7,8.428571428571429,0.8571428571428571,12.728835930952382,B
user_00354,4,11.5,1.0,5.726290266666666,A
user_00356,3,10.0,1.0,3.065038855555555,A
user_00357,12,9.75,0.75,7.874738788888888,B
user_00358,6,8.333333333333334,0.6666666666666666,1.1641469916666667,A
user_00359,5,10.6,0.6,10.098937673333335,B
user_00360,9,9.0,0.5555555555555556,4.797705324074074,A
user_00361,7,7.857142857142857,0.7142857142857143,10.472880985714285,B
user_00362,9,10.11111111111111,0.8888888888888888,5.75875869074074,A
user_00363,5,8.8,1.0,14.508698170000002,B
user_00364,10,8.5,0.8,6.043663270000001,A
user_00365,10,9.4,0.8,6.070169898333333,B
user_00366,4,10.0,0.5,1.9032382875,A
user_00367,10,9.0,0.7,17.392947633333335,B
user_00368,6,8.666666666666666,0.6666666666666666,3.4525214416666663,A
user_00369,6,8.166666666666666,0.16666666666666666,5.38390745,B
user_00370,8,10.0,0.75,9.78779194375,A
user_00371,7,10.0,0.7142857142857143,7.8382269595238085,B
user_00372,5,7.4,0.8,2.582454113333333,A
user_00373,6,11.0,1.0,14.353402250000002,B
user_00374,6,9.333333333333334,1.0,10.24555458888889,A
user_00375,6,10.333333333333334,0.5,11.571837572222222,B
user_00376,9,10.777777777777779,0.7777777777777778,4.668428424074073,A
user_00377,7,9.142857142857142,0.7142857142857143,9.593172980952383,B
user_00378,11,9.545454545454545,1.0,4.684262942424242,A
user_00379,7,8.571428571428571,0.5714285714285714,8.203466997619048,B
user_00380,9,7.444444444444445,0.7777777777777778,4.949552972222223,A
user_00381,14,8.428571428571429,1.0,8.781623221428571,B
user_00382,1,8.0,0.0,0.6928804833333333,A
user_00383,7,11.571428571428571,0.8571428571428571,4.660949283333333,B
user_00384,8,9.125,0.625,5.190180479166667,A
user_00385,10,10.9,0.7,9.943954965,B
user_00386,3,7.666666666666667,1.0,5.982113311111111,A
user_00387,10,11.3,0.8,4.847345428333333,B
user_00388,8,9.375,0.75,5.605088127083333,A
user_00389,11,9.727272727272727,0.5454545454545454,9.396295795454547,B
user_00390,8,9.5,0.75,5.73838448125,A
user_00391,2,8.0,0.5,5.429306208333333,B
user_00392,7,8.428571428571429,0.8571428571428571,6.155655302380952,A
user_00393,10,8.5,0.6,11.045778793333334,B
user_00394,8,7.25,0.625,3.7706118395833337,A
user_00395,7,8.857142857142858,0.5714285714285714,7.624352438095237,B
user_00396,5,7.4,0.8,4.434858626666666,A
user_00397,9,10.333333333333334,0.8888888888888888,9.302122629629629,B
user_00398,9,10.0,0.7777777777777778,6.034495531481481,A
user_00399,7,8.285714285714286,0.8571428571428571,10.2669207,B
user_00400,7,11.0,0.8571428571428571,5.468009871428571,A
user_00401,6,9.833333333333334,0.6666666666666666,14.80245733888889,B
user_00402,3,10.0,1.0,2.4032812555555556,A
user_00403,8,8.25,0.75,8.018468691666666,B
user_00404,3,10.666666666666666,1.0,6.5649937666666665,A
user_00405,4,9.0,1.0,9.237001662499999,B
user_00406,4,11.75,1.0,7.135052820833334,A
user_00407,7,8.857142857142858,0.8571428571428571,12.030667542857143,B
user_00408,7,6.857142857142857,0.2857142857142857,1.6470379523809522,A
user_00409,7,9.0,0.7142857142857143,6.136195097619047,B
user_00410,8,8.0,0.875,5.538216145833333,A
user_00411,9,7.888888888888889,0.3333333333333333,7.726001583333333,B
user_00412,9,10.0,1.0,2.7030323555555555,A
user_00413,10,9.7,0.8,8.766254723333333,B
user_00414,7,8.142857142857142,0.8571428571428571,3.0944179428571426,A
user_00415,10,8.6,0.7,7.263524425,B
user_00416,10,7.6,0.8,3.0888289283333332,A
user_00417,10,10.1,0.9,11.726379221666667,B
user_00418,6,10.5,0.8333333333333334,3.3703687694444446,A
user_00419,5,9.6,0.8,11.374922106666666,B
user_00420,9,9.555555555555555,0.7777777777777778,4.816814898148149,A
user_00421,6,8.166666666666666,0.8333333333333334,5.508888786111111,B
user_00422,5,9.2,0.8,4.705557363333334,A
user_00423,9,9.222222222222221,0.7777777777777778,12.125491877777778,B
user_00424,4,9.25,0.75,6.754914683333333,A
user_00425,8,9.125,0.875,8.629930929166667,B
user_00426,2,6.5,1.0,4.195158758333333,A
user_00427,8,9.625,0.625,4.614039777083333,B
