user_id,session_start,session_end,events_count,has_transaction,session_duration
user_00000,2025-11-07 18:08:06.488811,2025-11-07 18:13:17.380951,9,True,5.181535666666666
user_00000,2025-11-02 06:41:06.488811,2025-11-02 06:46:22.269531,6,False,5.263012
user_00000,2025-11-09 23:53:06.488811,2025-11-10 00:01:48.552862,11,False,8.701067516666665
user_00000,2025-11-05 03:00:06.488811,2025-11-05 03:02:48.724075,12,True,2.7039210666666667
user_00001,2025-11-03 04:20:06.488811,2025-11-03 04:27:24.631663,6,True,7.302380866666667
user_00001,2025-10-28 00:13:06.488811,2025-10-28 00:13:29.439403,10,True,0.3825098666666667
user_00001,2025-10-31 16:40:06.488811,2025-10-31 16:48:31.797691,12,True,8.421814666666666
user_00001,2025-10-30 14:19:06.488811,2025-10-30 14:44:27.735404,12,True,25.354109883333333
user_00001,2025-11-08 13:14:06.488811,2025-11-08 13:44:06.488811,11,True,30.0
user_00002,2025-11-07 14:46:06.488811,2025-11-07 14:49:16.841552,14,True,3.1725456833333334
user_00002,2025-11-01 12:25:06.488811,2025-11-01 12:28:08.836044,9,True,3.03912055
user_00002,2025-11-09 23:08:06.488811,2025-11-09 23:12:28.274908,9,True,4.3631016166666665
user_00002,2025-11-09 16:31:06.488811,2025-11-09 16:33:18.864916,9,True,2.2062684166666666
user_00002,2025-11-02 08:59:06.488811,2025-11-02 09:00:00.323878,10,True,0.8972511166666667
user_00002,2025-10-30 03:29:06.488811,2025-10-30 03:32:36.672968,5,True,3.5030692833333332
user_00003,2025-10-28 01:10:06.488811,2025-10-28 01:10:23.430387,7,False,0.28235960000000004
user_00003,2025-10-28 06:04:06.488811,2025-10-28 06:06:56.429157,5,True,2.8323391
user_00003,2025-11-09 13:22:06.488811,2025-11-09 13:28:15.772594,8,True,6.154729716666667
user_00003,2025-10-28 11:46:06.488811,2025-10-28 11:56:00.618959,11,True,9.902169133333333
user_00003,2025-11-02 17:49:06.488811,2025-11-02 17:57:15.341297,8,True,8.147541433333334
user_00003,2025-11-05 13:51:06.488811,2025-11-05 14:04:40.847099,7,False,13.572638133333333
user_00003,2025-11-01 08:28:06.488811,2025-11-01 08:31:23.397058,8,False,3.2818041166666663
user_00003,2025-10-28 18:41:06.488811,2025-10-28 18:49:25.868995,13,True,8.323003066666667
user_00003,2025-11-07 10:41:06.488811,2025-11-07 10:42:01.851573,10,True,0.9227126999999999
user_00003,2025-10-29 03:36:06.488811,2025-10-29 03:41:26.807735,10,True,5.338648733333333
user_00003,2025-10-31 12:13:06.488811,2025-10-31 12:26:58.651551,12,True,13.869379
user_00003,2025-11-09 20:56:06.488811,2025-11-09 21:07:55.817269,8,True,11.822140966666666
user_00004,2025-11-01 09:31:06.488811,2025-11-01 09:41:26.413518,12,False,10.332078450000001
user_00004,2025-11-04 04:41:06.488811,2025-11-04 04:41:24.975572,8,True,0.30811268333333336
user_00004,2025-11-05 00:03:06.488811,2025-11-05 00:14:04.875259,12,False,10.973107466666667
user_00004,2025-11-05 22:42:06.488811,2025-11-05 22:44:06.217642,8,True,1.9954805166666667
user_00004,2025-11-04 23:18:06.488811,2025-11-04 23:19:59.809199,13,True,1.8886731333333333
user_00004,2025-10-31 04:24:06.488811,2025-10-31 04:27:41.775231,12,True,3.588107
user_00004,2025-11-07 07:51:06.488811,2025-11-07 08:05:13.982966,14,True,14.124902583333332
user_00004,2025-11-07 11:56:06.488811,2025-11-07 11:56:21.176994,9,True,0.24480305
user_00005,2025-11-09 02:29:06.488811,2025-11-09 02:32:08.998751,5,True,3.0418323333333332
user_00005,2025-11-06 18:11:06.488811,2025-11-06 18:16:50.184411,5,False,5.728260000000001
user_00005,2025-11-07 02:15:06.488811,2025-11-07 02:16:48.892501,11,False,1.7067281666666667
user_00005,2025-11-07 18:36:06.488811,2025-11-07 19:05:35.398840,11,True,29.481833816666665
user_00005,2025-11-01 18:18:06.488811,2025-11-01 18:32:40.129928,11,False,14.560685283333333
user_00005,2025-10-28 17:23:06.488811,2025-10-28 17:26:13.909126,12,True,3.1236719166666664
user_00005,2025-11-09 18:15:06.488811,2025-11-09 18:24:02.626205,7,False,8.935623233333333
user_00005,2025-11-05 19:18:06.488811,2025-11-05 19:30:53.381617,7,False,12.781546766666667
user_00005,2025-11-01 01:38:06.488811,2025-11-01 02:06:27.462803,8,True,28.349566533333334
user_00005,2025-11-02 09:36:06.488811,2025-11-02 09:57:26.879906,10,True,21.33985158333333
user_00005,2025-11-03 11:14:06.488811,2025-11-03 11:21:20.890496,8,True,7.240028083333333
user_00006,2025-10-28 15:31:06.488811,2025-10-28 15:32:40.434541,13,True,1.5657621666666666
user_00006,2025-11-07 10:47:06.488811,2025-11-07 10:47:12.867210,11,True,0.10630665
user_00006,2025-11-09 20:48:06.488811,2025-11-09 20:54:31.436046,11,True,6.415787249999999
user_00006,2025-11-05 17:40:06.488811,2025-11-05 17:40:16.396611,7,True,0.16513
user_00006,2025-11-06 10:14:06.488811,2025-11-06 10:18:37.854412,14,True,4.522760016666667
user_00007,2025-11-04 23:38:06.488811,2025-11-04 23:47:39.864789,5,True,9.5562663
user_00007,2025-10-28 17:52:06.488811,2025-10-28 17:57:18.725996,6,False,5.203953083333333
user_00007,2025-11-08 12:45:06.488811,2025-11-08 12:45:31.658867,10,True,0.4195009333333333
user_00007,2025-11-05 00:31:06.488811,2025-11-05 00:35:22.460820,13,True,4.26620015
user_00007,2025-11-05 10:14:06.488811,2025-11-05 10:17:11.406257,9,True,3.0819574333333337
user_00007,2025-10-28 05:56:06.488811,2025-10-28 06:07:41.680392,12,True,11.586526350000002
user_00007,2025-11-01 15:35:06.488811,2025-11-01 16:04:49.586914,12,True,29.718301716666666
user_00007,2025-10-28 07:59:06.488811,2025-10-28 08:02:13.712349,13,True,3.1203923
user_00007,2025-11-07 03:44:06.488811,2025-11-07 04:00:47.574768,7,True,16.68476595
user_00007,2025-10-29 19:48:06.488811,2025-10-29 19:48:40.659521,8,True,0.5695118333333333
user_00008,2025-10-27 15:08:06.488811,2025-10-27 15:11:51.834679,9,True,3.7557644666666667
user_00008,2025-11-08 10:50:06.488811,2025-11-08 10:50:47.191029,11,True,0.6783703
user_00008,2025-10-31 17:10:06.488811,2025-10-31 17:14:35.798314,8,True,4.488491716666667
user_00008,2025-11-01 18:28:06.488811,2025-11-01 18:31:24.108514,5,True,3.2936617166666666
user_00008,2025-11-01 11:50:06.488811,2025-11-01 11:54:58.804149,8,True,4.8719223
user_00008,2025-10-28 14:05:06.488811,2025-10-28 14:05:09.518149,7,True,0.05048896666666667
user_00008,2025-10-28 08:50:06.488811,2025-10-28 08:51:11.503273,13,True,1.0835743666666666
user_00008,2025-11-09 16:57:06.488811,2025-11-09 17:00:29.275807,14,True,3.3797832666666663
user_00008,2025-10-27 14:55:06.488811,2025-10-27 15:10:08.245180,7,False,15.029272816666666
user_00008,2025-11-06 08:15:06.488811,2025-11-06 08:17:31.650964,14,False,2.4193692166666665
user_00008,2025-11-06 00:43:06.488811,2025-11-06 00:45:52.176923,10,True,2.7614685333333333
user_00009,2025-10-29 05:34:06.488811,2025-10-29 05:36:36.936030,12,True,2.50745365
user_00009,2025-11-07 10:07:06.488811,2025-11-07 10:22:16.251751,6,True,15.162715666666665
user_00009,2025-11-07 01:36:06.488811,2025-11-07 01:38:21.257014,12,True,2.246136716666667
user_00009,2025-10-27 12:25:06.488811,2025-10-27 12:25:56.559127,14,True,0.8345052666666667
user_00009,2025-11-05 08:08:06.488811,2025-11-05 08:14:32.478409,13,True,6.433159966666667
user_00009,2025-11-08 00:32:06.488811,2025-11-08 00:32:12.500367,9,True,0.10019259999999999
user_00009,2025-11-04 16:17:06.488811,2025-11-04 16:17:59.634217,7,True,0.8857567666666667
user_00009,2025-11-04 07:40:06.488811,2025-11-04 07:56:35.476735,8,False,16.483132066666666
user_00010,2025-11-09 01:34:06.488811,2025-11-09 01:43:26.427203,11,True,9.332306533333334
user_00010,2025-11-02 15:13:06.488811,2025-11-02 15:19:36.152821,9,True,6.494400166666667
user_00010,2025-11-03 02:06:06.488811,2025-11-03 02:25:51.736273,7,True,19.754124366666666
user_00010,2025-10-28 16:59:06.488811,2025-10-28 16:59:57.260400,11,True,0.84619315
user_00010,2025-11-05 21:12:06.488811,2025-11-05 21:13:23.213854,11,False,1.2787507166666667
user_00010,2025-11-06 14:15:06.488811,2025-11-06 14:16:17.889131,4,False,1.1900053333333331
user_00010,2025-11-02 15:14:31.488811,2025-11-02 15:20:58.333494,4,False,6.447411383333333
user_00010,2025-11-07 12:18:06.488811,2025-11-07 12:19:08.561856,13,True,1.03455075
user_00010,2025-11-01 14:25:06.488811,2025-11-01 14:25:27.184475,12,True,0.3449277333333333
user_00011,2025-11-02 18:10:06.488811,2025-11-02 18:10:53.533153,6,True,0.7840723666666667
user_00011,2025-10-31 20:56:06.488811,2025-10-31 20:58:59.385107,13,True,2.8816049333333336
user_00011,2025-11-05 11:10:06.488811,2025-11-05 11:21:10.442977,14,True,11.065902766666666
user_00011,2025-11-05 13:00:06.488811,2025-11-05 13:22:01.502626,11,True,21.916896916666666
user_00011,2025-11-06 05:06:06.488811,2025-11-06 05:12:16.136000,10,True,6.160786483333334
user_00011,2025-11-04 04:02:06.488811,2025-11-04 04:11:26.815169,12,True,9.338772633333333
user_00011,2025-10-28 02:11:06.488811,2025-10-28 02:13:11.811237,5,True,2.0887070999999997
user_00011,2025-11-03 17:16:06.488811,2025-11-03 17:32:27.240202,5,True,16.345856516666668
user_00012,2025-11-08 04:30:06.488811,2025-11-08 04:33:01.543307,7,False,2.9175749333333334
user_00012,2025-10-28 16:21:06.488811,2025-10-28 16:23:08.475638,12,True,2.0331137833333335
user_00012,2025-10-31 21:38:06.488811,2025-10-31 21:41:47.826049,5,False,3.688953966666667
user_00012,2025-11-03 21:21:06.488811,2025-11-03 21:25:30.805225,7,True,4.405273566666667
user_00012,2025-10-30 05:41:06.488811,2025-10-30 05:41:09.048373,11,True,0.04265936666666667
user_00012,2025-11-07 08:10:06.488811,2025-11-07 08:17:15.883839,6,False,7.156583800000001
user_00013,2025-10-28 07:54:06.488811,2025-10-28 08:02:42.628073,6,False,8.602321033333334
user_00013,2025-11-07 16:13:06.488811,2025-11-07 16:14:47.427393,8,True,1.6823097
user_00013,2025-10-30 11:41:06.488811,2025-10-30 11:45:30.703463,13,True,4.403577533333333
user_00013,2025-10-29 08:13:06.488811,2025-10-29 08:25:02.928066,9,True,11.94065425
user_00013,2025-11-03 09:25:06.488811,2025-11-03 09:33:19.235322,7,False,8.21244185
user_00013,2025-11-02 00:54:06.488811,2025-11-02 00:58:59.597209,14,True,4.885139966666667
user_00013,2025-11-07 01:32:06.488811,2025-11-07 01:37:33.583381,6,True,5.4515761666666664
user_00014,2025-10-30 23:09:06.488811,2025-10-30 23:19:45.729644,9,True,10.654013883333333
user_00014,2025-11-07 04:00:06.488811,2025-11-07 04:00:30.812456,6,True,0.4053940833333333
user_00015,2025-11-09 09:53:06.488811,2025-11-09 09:53:36.727170,12,True,0.50397265
user_00015,2025-11-07 19:33:06.488811,2025-11-07 19:35:13.708716,8,False,2.12033175
user_00015,2025-10-30 08:13:06.488811,2025-10-30 08:28:44.346707,10,True,15.630964933333333
user_00015,2025-11-07 11:50:06.488811,2025-11-07 11:56:09.525356,8,True,6.050609083333333
user_00015,2025-10-31 09:08:06.488811,2025-10-31 09:11:41.920250,6,True,3.5905239833333336
user_00015,2025-11-03 02:27:06.488811,2025-11-03 02:31:57.212379,14,True,4.8453928
user_00015,2025-10-29 04:24:06.488811,2025-10-29 04:43:22.622091,10,True,19.268888
user_00015,2025-10-30 05:38:06.488811,2025-10-30 05:51:55.867866,13,True,13.82298425
user_00015,2025-11-01 02:00:06.488811,2025-11-01 02:03:17.221349,10,True,3.1788756333333335
user_00015,2025-10-31 06:19:06.488811,2025-10-31 06:20:21.487956,10,True,1.24998575
user_00015,2025-10-29 12:34:06.488811,2025-10-29 12:37:00.698765,6,True,2.9034992333333336
